,Message
34765,"Hi Ricky, we're living at The Warren right outside Choa Chu Kang MRT. We can meet you at the lobby when you come."
34767,"Hi Yong Yu, I will be down in the lobby in <#> minutes. See youthen. If you will be late, please sms to let me know."
34768,"The Warren has only one lobby after the main entrance by theguardhouse. Our unit number is <#> , <#> Choa Chu Kang Loop incase you need it."
34769,"Yes, please come. Thanks!"
34771,Should be ok. Thanks.
34772,Should be ok.
34773,How about either tomorrow morning at about <#> or Sunday?
34775,"Hi Ricky, turns out Wednesday I will likely not be available.Perhaps Tuesday evening after 7pm? Will that work for you? Sorry forthe inconvenience! -Min"
34776,"Hi Colin, turns out this wednesday daytime won't work well this week. Would you be free Wednesday evening to come up to The Warren after7pm to present your proposal?"
34777,Thanks very much!
34778,Take your time. 5pm meeting canceled by student. :-)
34782,Should be able to. Will confirm by tomorrow.
34783,"Yes, would you be free to come up around 4pm on Saturday?"
34785,"Ricky, can you please let us know your portfolio from your company'swebsite? Thanks!"
34786,"Yes, at the Warren. Thanks."
34787,"Hi Colin, on top of what we discussed yesterday, we would like you tochange your plan as follows: 1) swap 3rd level master bedroom andwalk-in wardrobe, 2) keep back porch area (I.e., don't extend the wetkitchen all the way to the neighbor's wall). Can we see you with thechanges on monday?"
34791,Ok. He's getting up soon. Will bring him out.
34792,"Hi Ricky, we received your email and portfolio, thanks. We areinterested in working with you on our house reno, but your quotationis too high and exceeds our budget for the amount of work and spacerenovated. Would you be able to help lower the quote (especially theroof, others contractors have been much less, lower than 5k). Wecan't work with you unless you lower your quote."
34794,"Hi Ricky, thanks for your SMS reply. Sorry I've been unable to replyearlier. Our budget is about <#> k, and we'd like to do up the frontof the house (outside gate) too. Would a less expensive material workfor the roof? Out of all the proposals, we liked yours best and feelmost comfortable working with you. Could we meet up this week tobring your proposal closer to a contract?"
34795,"Please start first. As in my email, Colin has declined the project,saying he is busy with some project overseas. I've sent Ricky an SMSreply."
34798,"Will check with you when we finalize the reno. I will keep an eyeout for your request. Thanks, -Min"
34799,We likely can meet weeknights after 8pm this week. Will any of thesenights work for you?
34800,Should be fine. See you on Thursday then. Thanks!
34801,"Hi Ricky, Can I know when (after 8pm) you are planning to come up toour place tonight to discuss the reno plans? Thanks!"
34803,Please start first. Meeting Ricky downstairs at 8pm. Will be backabout <TIME> pm.
34804,"Hi Ricky, around <#> pm ok? We have a few points to clarify withyou and the pricing. Thanks!"
34805,Ok. Should ve at your store in about <#> mins. :-) thanks
34806,"Hi Alan, Min here. Please let me know when you arrived. The cafe isclosed, but I will be able to be at the forum coop very quickly.Thanks!"
34807,Ok. Let me know when you are arriving. I'll meet you straight away.
34808,Will be there in 7 mins.
34809,"Tomorrow is better, today too many activities. Thanks."
34810,"ok, <#> can?"
34811,"Hi Auyong, we found some things in the master bedroom warbrodedrawer. I will send you the picture through email then. May I haveyour email address? Also, several letters came for you. Should Iredirect to your Henderson address? Finally for the fixtures, we areplanning on keeping most. Will let you know if any are to be disposedand can be given to you instead."
34813,"Hi Ricky, tomorrow we have to first be at the house for SP power tocome turn electricity at <#> am. So is it ok for us to come to IMMafter, say around <#> bloom? Please confirm when convenient."
34814,I will check and let you know.
34815,Just left school. Very busy day so couldn't leave earlier. Pleasestart first.
34816,Good timing! See you soon.
34817,"Thursday, 2: <#> or <#> pm better for us. Ok with you? My wifeAlicia will be at home."
34818,"Hi Auyong, no problem. How about meeting at Choa Chu Kang MRT onSat/Sun if you're coming by mass transit, or at our current residenceat The Warren S( <#> ) if you are driving. Let me know which isbetter for you."
34821,Viewing cancelled. The unit is already sold.
34822,"Jogging today if not raining, so may be back late. Let you know later."
34823,"Sure, that is fine. Do u have an email address where I can forwardthe building info to? Thanks"
34825,"Hi Shawn, please let me know their approximate arrival time so I canask the students to come down. Thanks!"
34826,"Hi Auyong, any preference? This Saturday is a bit busy for us soplease let us know soon. We may have to go up to verde crescent inthe morning too, so might meet there. Please let us know. Thanks"
34827,"Hi Auyong, will check now on our schedule and get back to youshortly. :-) thanks!"
34829,"No problem. We may be inside, so just call me if no one answers thedoor. See you tomorrow!"
34830,"Yes, we're here. Call me when you arrive."
34833,"Hi Ricky, can we meet you tomorrow at <TIME> at your IMM branch? Thanks."
34834,"BTW, have yet to hear from your electrician or air con people. Alsowe'd like to check with you about the attic space, whether it needsBCA approval and the estimated cost. Thanks :-)"
34835,"Sure, no problem. :-) happy to help. We are slated to more outright before the rental period expires, but would definitelyappreciate if Desmond can give us some leeway for moving out at apro-rated rate, if we need to extend due to renovation delays. Itwould certainly make our move to the new place less stressful.Thanks!"
34836,"Hi Ricky, any news from the air con guys? BTW, we are going to haveour own electrician staff come down after all. They will be coming tothe house on Sat, time TBA. Thanks!"
34838,"Done with meeting, can pick you up from home or other place any time."
34840,"Hi Jiayu, my email is <EMAIL> . thanks!"
34841,"Hi Ricky, I did receive your guys electrical quote,but it did notitemize by area, so its impossible to decide what to take and what toforgo. I thought I forwarded it to you?"
34842,"The aircon quote seems to use the old, original drawings. Is theestimate based on the new third floor? The quote specifies that the2nd floor should take less BTUs than the 3rs which is wrong. We arealso thinking of only doing the guest room on the 1st floor, no hall.Can you double check?"
34843,"Finally, for the attic, can your guy design it as a trapdoor in theceiling? Then no other walls or doors on the attic level necessary.Thanks for your help!"
34844,"Hi Sis, happy weekend ahead. Just wondering, do you know theconfirmed time when your guys are planning to go to the house? Needto confirm with the designer whether ok. Thanks!"
34845,"Ok, will do. Am trying to confirm the timing for tomorrow and willtry to get the drawings to you for your consideration. In youradditional quote, why is the mirrors on the wardrobe chargeable? Ithought the wardrobe price was inclusive of any finishing. Is thatnot the case?"
34847,Thanks. See you then.
34848,Will do. Thanks. If we want other sink or wc than provided thenwhat's the method we should follow?
34849,"Ok, I see. Will discuss next time."
34851,"As for your feature wall design, we think your design is not quitethere and looks unfinished. I will repropose design and send to youfor your feedback. In particular, the partition and feature wall don'tlook connected or contiguous. Also, thought that you were going toconnect it to the cove light?"
34852,"Finally, since the maid's bathroom is demolished, we need to enlargethe wet kitchen. Will send you the new layout shortly."
34853,Will do. Thanks
34854,"Hi Sis, I've sent you the new wet kitchen layout according to ourdiscussion yesterday night to your yahoo account. Thanks for you andyour company's help again!"
34855,"Sure, can pass u keys tonight. Is that ok? Thanks! :-) :-)"
34856,"Hi Sis, the padlock is <#> . Front door currently not locked."
34857,Ok. Will do. Thanks :-)
34858,"Hi Ricky, we'll meet you tomorrow at IMM at around <#> : <#> as usual?"
34859,"I also tested a transfer to my premier account, but the test transferdidn't show up. Any idea why?"
34860,"Hi Diane, thanks for your answer. If I go to the HSBC branch, do youknow how long it takes to have a cheque's funds clear?"
34861,"Hi, you messaged me twice, but I'm not sure who you are. Can youcheck whether you sent to the correct person? Thanks."
34863,"Hi Ricky, can you get your people to take down the air con blower inthe 2nd floor old MBR? The electrical folks need it removed ASAP?Thanks!"
34864,"Hi Ricky, never mind about the last SMS, the electrical folks figureda way around it. Thanks, and sorry for the hassle."
34865,"Hi Sis, sorry but I don't know what a cct is. We don't have anyschematics or wiring diagrams of the house. The floorplan that youhave is the only blueprint that we know of. I will go back and doublecheck and let you know."
34866,Ok. That's perfect. No rush.
34869,Can you also let us know the cost for the attic door and whether thepartition can be built? Can you also send us the current floorplans?I still only have thee original ones.
34870,Ok. Thanks for the advice.
34871,"Ok, will try to pickup."
34872,"Hi Ricky, can you call Serene at KHK Asia <#> to arrange for theright timing to have the bathroom fixtures and 3rd floor bathtub andrain shower delivered? Thanks. Please note that the filler of thetub is the same as the waste itself (please ask serene to clarifyif unsure). The 2nd floor bathtub also will use a basin filler, asdiscussed earlier."
34874,Ok. Will do. Hope to lv ard 6 :-)
34875,Still stuck at nus waiting for bus :-( will left you know at CCK.
