,Message,Label,Sentiment Label
2687,"Hi, this is my mobile number and my email address is <EMAIL>",1,neutral
2688,"Hi Ing Cheong, how about coming by again tomorrow morning at <#>noon? If you have a quotation you can email it to me when convenient. Thanks!",1,neutral
2689,Ok. We met to discuss the visualization. Nothing in particular came up.,1,neutral
2690,"Hi Ing Cheong, how about coming to our house after 7pm today? Wouldthat work for you?",1,neutral
2691,"Hi Ing Cheong, can you bring a sample of the sheer? Thanls",1,neutral
2692,"Hi ricky, just sent you email. Any news about the painter?",1,neutral
2693,"Msg 82: from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> , to<062fa69577a9d4dac1e59213faef1c4c> , ""2011.10.22 12:09:22",1,neutral
2694,"Please ignore last sms, hit wrong button",0,negative
2695,Q <#>,1,neutral
2696,"Hi Alan, thanks to you and your family yesterday for the nice lunchat Prima and walk at Henderson Waves, we appreciated very much. Bestwishes to you and your family for your upcoming wedding!",2,positive
2697,"Couldn't get you on the phone. All done, coming home now.",1,neutral
2698,"Yes, you can my number now if you want. :-)",2,positive
2699,"Hi ricky, any update about either the gold paint for the house numberor the paint scheme? Don't want to have keep asking... thanks",1,neutral
2700,"Hi Ing Cheong, any updates for our child's curtains? Thanks!",1,neutral
2701,"Sure, np",1,neutral
2702,"Hi Ing Cheong, any news?",1,neutral
2703,"Hi Ricky, any update?",1,neutral
2704,"Hi Ing Cheong, do you have the timing for tomorrow yet? Thanks!",1,neutral
2705,Still stuck at the office. Will be leaving soon. Please.start first.,0,negative
2706,"Time is ok, but hope you can come earlier in your slot e.g. <TIME> .Please call in advance.",1,neutral
2707,"Time is ok, but hope they can come earlier in your slot e.g. <TIME>. Have written to them as well.",1,neutral
2708,1? I just finished Varun's exam,1,neutral
2709,Leaving now. Please start first. :-),1,neutral
2710,Will be about 5 mins late.,1,neutral
2711,"Hi Yeng Chin, thanks. My IC is <#> g",2,positive
2712,"Hi Yeng Chin, ill get back to you on it. Need to check myavailability first. Thanks.",1,neutral
2713,Lta eday <#>,1,neutral
2714,Lta eday buy <#>,1,neutral
2715,"Hi Yeng Chin, I'm at the toyota dealership to do regular servicing ofmy car today. The bumper repair is <#> inclusive of gst. I can emailyou the invoice if you give me your email. Ok with you?",1,neutral
2716,"Hi Yeng Chin, ok thanks for the go-ahead. I will send you thescanned estimate later and give you a scanned, paid tax invoice whenI've paid for the repairs.",1,neutral
2717,"Hi Yeng Chin, I believe so. Sorry for not returning your sms earlier.",1,neutral
2718,"If Sis wants to see him, I can bring him out. Otherwise, we'll juststay home.",1,neutral
2719,Mobilepay,1,neutral
2720,Ok. I will leave ard <TIME>,1,neutral
2721,Any da bao requests?,1,neutral
2722,Please start first if you're hungry.,1,neutral
2723,"I'm parked on the satay side. Just come oh, when you're done.",1,neutral
2724,Hope you are feeling better. Going to VivoCity later. Do you wantme to da bao fish soup for you from Bukit batok for later/tomorrow?,2,positive
2725,"No worries, we're here. Should we wait for you to go in?",1,neutral
2726,"Hi ricky, not sure what you mean. We are busy till around the weekof the <#> th. Can it wait till then? Thanks",1,neutral
2727,"Yes, can meet on Wednesday. Can you let me know what the problem is?Thanks! Happy holidays.",1,neutral
2728,MC <DECIMAL> <#> <#> S <#> C,1,neutral
2729,Love you bunches and bunches. Please take good care of yourself andbao bao. :-),2,positive
2730,"At the hotel, but no wireless. Borrowing wei tsang's wired connectionnow. Missing u all lots. All's ok here. Going dinner soon.",1,neutral
2731,"Feel free to sms, I can receive for free. Hope all is ok on this first day.",2,positive
2732,Probably will make my way to av after that.,1,neutral
2733,"ok, that's fine. Maybe around <TIME> pm? Strange, I did't get yoursms till now. At Chartis at Shenton way now.",1,neutral
2734,"Hp running flat meet at Ikea restaurant. May be late, because oldinspection center closed down. Now at jurong.",1,neutral
2735,"Ok, I will get three panggang now. Done at medical clinic, says noantibiotics will help. :-(",1,neutral
2736,"Hi Sis, we'll go to the airport on our own tomorrow so no need tocome with us.",2,positive
2737,"Msg 172: from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> , to<7c450fcffda82c8687f52cf1f07d98dd> , ""2012.01.28 11:03:54",1,neutral
2738,"Msg 173: from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> , to<7c450fcffda82c8687f52cf1f07d98dd> , ""2012.01.30 02:38:40",1,neutral
2739,"Hi ricky, I'm not asking for help from the plumber... please see myearlier message and read carefully. If you are not sure what I meancall me please.",1,neutral
2740,Did you take my chow mee fun? Couldnt find the packet in the car.,1,neutral
2741,"Ok, will check later thanks.",1,neutral
2742,Please start without me. Only leaving school now.,0,negative
2743,Kiddie palace at # <#>,1,neutral
2744,was planning to leave now but traffic very bad. Will leave after 7 soplease start wihtout me.,1,neutral
2745,"Leaving now, roads still jammed. Don't wait for me. Sorry.",1,neutral
2746,"Msg 183: from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> , to<3f20eaaf9243c8c2f86c5f0a74eb2cd6> , ""2012.02.07 01:10:59",1,neutral
2747,"Hi Ricky, I didn't get the name. If you want me to do it, please askuhome to return me the money for your charge. You charged <#> fordoing it and I want you to complete the work and verification withoutneeding my help. <#> is reallly a lot of money for filling a fewforms. Please let me know the progress. Thanks.",1,neutral
2748,Please start if hungry. Only leaving school soon. Trying to finishediting one part.,1,neutral
2749,"Hi Ricky, it's been four weeks since I started asking about the PUBproblem. I got yet another bill stating I have 5 taps. When is thisgoing to be fixed? Any progress?",0,negative
2750,At level 3 kopitiam,1,neutral
2751,"Glad to hear it went ok. Yes, unfortunately that's exactly the day ofthe workshop, so guess that you'll have to handle it alone again.Sorry: ( :(",2,positive
2752,Please start without me. Only leaving school now. Very late tryingto finish some reviewing first.,0,negative
2753,How it is going? All ok with you and nate?,1,neutral
2754,At cafe w table and book :-),1,neutral
2755,cross your fingers,1,neutral
2756,ya'll just having fun,1,neutral
2757,nice car,2,positive
2758,getting the girls dressed,1,neutral
2759,she is dancing with the boys and girls,1,neutral
2760,accendent on the parkway,1,neutral
2761,she ate the peperonie now eating the pizza,1,neutral
2762,getting everyone tea unless you send what you want,1,neutral
2763,Both of them are snoozing,1,neutral
2764,are you woking,1,neutral
2765,i dont have a job,0,negative
2766,we should go to cicis pizza,1,neutral
2767,i think he is working today,1,neutral
2768,do you still have your ps3,1,neutral
2769,i sold mine yesterday,1,neutral
2770,my dog got his ears cropped,0,negative
2771,see you later,1,neutral
2772,Hey Casey when r u bringing the babies over,1,neutral
2773,Have u talked to Shawn today,1,neutral
2774,When r u going to be over,1,neutral
2775,Your mom told me you were coming,1,neutral
2776,Sounds good.......,1,neutral
2777,Will it all fit in the back of the pickup,1,neutral
2778,Did you take the baby for his shots?,0,negative
2779,I'll probably wait until dad comes tomorrow the box is really heavy and I don't think I can carry it by myself and I'd have to go to the ATM etc,1,neutral
2780,"Good luck, try scientology.",1,neutral
2781,"Okay, I'll have it out there in five minutes.",1,neutral
2782,"Moms not here and you can't come in, but I'll leave your stuff on the porch and you can get it in an hour.",1,neutral
2783,"No I think it was next door but I didn't know if you were trying to get in, dads having ""bowel"" trouble today he's not coming by",1,neutral
2784,hey do you know where you put the charger for barak's computer i was going to fix it so it works better,1,neutral
2785,s aid sure,1,neutral
2786,Sorry I just got my contacts switched to my new phone xP,1,neutral
2787,"I've never seen bleach... but death note is awesomeeee... and mybreak is awesome, yours?=D",2,positive
2788,Daaaayum! I've been sleeping hahahah,2,positive
2789,Chcolate chocolate chocolate! I'm gonna draw you a picture theinstant one comes out nicely!,2,positive
2790,Are you meeting us at midsion or here?,1,neutral
2791,Ariund when are you coming ?,1,neutral
2792,Hoaky text meh,0,negative
2793,We in da fiid court,1,neutral
2794,Heeey my phone died so I'm using my sister's phone,1,neutral
2795,"Okay I'll talk to you after, I promise c: ttyl",2,positive
2796,Chocolate!,2,positive
2797,Check in with southwest in <#> min!!!,1,neutral
2798,Oh okay.. yay!,1,neutral
2799,Where do yu live o.O,1,neutral
2800,"I,m leaving in <#>",1,neutral
2801,"Meet me, I'm not through security",1,neutral
2802,When are you free yo?,1,neutral
2803,"Oh crap! I think so one sec, have to check witu my roomies aboutgrocery shopping",1,neutral
2804,You can do it! I believe in you!,2,positive
2805,I hav to grocery shop at 6,1,neutral
2806,Eek sorry.. medium?,1,neutral
2807,Are we going to <#> tomorrow?,1,neutral
2808,Oh no you disappeared!,0,negative
2809,Hey! Did you guys get home alright?,1,neutral
2810,Awesome! Listening to it now. Sounds great! Love ya!,2,positive
2811,Oh my that's awful! I take it people were pretty injured?,0,negative
2812,driving is terrifying. Instant death in a fiery explosion isstill pretty bad to me,0,negative
2813,"Alright, sent",1,neutral
2814,KEEP QUIET NOTHING COMES AS EASY AS YOU,0,negative
2815,You're stepping on my civil rights. AND IIIT'S AAAL MII-HI-HIIINE,0,negative
2816,"My life has meaning again! But seriousky, wtf PEOPLE DON'T ACTUALLYGO ON HIATUS",1,neutral
2817,Haha I appreciate that more than I can say xP,2,positive
2818,This is why <#> didn't happen,0,negative
2819,It's times like this when you have to accept being <#> forever,0,negative
2820,Oh man. Did she bring the law suit?,1,neutral
2821,"Hahaha that is pretty ew. Bee tee double u, have you seen FMA?",1,neutral
2822,"Very true. Which reminds me, have you read any John Green?",1,neutral
2823,"Dude. Read The Fault in Our Stars. So amazing. I liked Looking forAlaska, even if Alaska was one crazy",1,neutral
2824,Right? I was lik DA FUQ IS WRONG WITH THIS BITCH,0,negative
2825,Mmhm,1,neutral
2826,Sweet. Submittiiinnggg. Eeee.,2,positive
2827,We need to remake jeopardy.. are you free in a few?,1,neutral
2828,Am I meeting you guys?,1,neutral
2829,Hahaha that's really silly,2,positive
2830,Will one of you guys take out chickkkeeennnn?,1,neutral
2831,I tried to make my red shirt obvious =(,0,negative
2832,SHE'S GONNA SUE ME,0,negative
2833,Raaaaaaaaaa,1,neutral
2834,AGONY...... far more painful than yours,0,negative
2835,Chocolate,1,neutral
2836,"I didn't notice the date until I sent mom an into the woods referencetoo! Eek! I'm super sorry and I love you so much dad and hope you hada good birthday! Sorry, I'm terrible =( happy birthday dad, I loveyou.. give me a call next time you're free/it's not the middle of thenight ohio time.. sorry!!",2,positive
